Gene stable ID	Gene name
ENSSSCG00000006812	ALX3
ENSSSCG00000003259	OSCAR
ENSSSCG00000039203	CYSLTR1
ENSSSCG00000016772	VPS41
ENSSSCG00000018058	ARHGAP23
ENSSSCG00000032798	GTF3C2
ENSSSCG00000006813	STRIP1
ENSSSCG00000001100	CARMIL1
ENSSSCG00000044472	COL19A1
ENSSSCG00000014832	DNAJB13
ENSSSCG00000042091	TARM1
ENSSSCG00000038185	EREG
ENSSSCG00000026505	SETD6
ENSSSCG00000023667	KEAP1
ENSSSCG00000015802	
ENSSSCG00000002447	CPSF2
ENSSSCG00000006162	ZC2HC1A
ENSSSCG00000033542	VSTM1
ENSSSCG00000030002	C18orf21
ENSSSCG00000000239	
ENSSSCG00000021624	LAD1
ENSSSCG00000020706	
ENSSSCG00000039160	
ENSSSCG00000012445	LPAR4
ENSSSCG00000005060	KTN1
ENSSSCG00000018057	SOCS7
ENSSSCG00000015346	ICA1
ENSSSCG00000021774	B3GALNT1
ENSSSCG00000014215	PGGT1B
ENSSSCG00000001836	RLBP1
ENSSSCG00000005607	RALGPS1
ENSSSCG00000002799	CNOT1
ENSSSCG00000032687	CYP4V2
ENSSSCG00000004274	COL9A1
ENSSSCG00000009971	ZNRF3
ENSSSCG00000008963	AREG
ENSSSCG00000009448	DIAPH3
ENSSSCG00000037201	MPV17
ENSSSCG00000014834	UCP3
ENSSSCG00000015799	KLKB1
ENSSSCG00000028944	
ENSSSCG00000012446	P2RY10
ENSSSCG00000013377	USH1C
ENSSSCG00000028460	S1PR5
ENSSSCG00000024474	
ENSSSCG00000007721	GTF2I
ENSSSCG00000003257	CACNG6
ENSSSCG00000038786	FBXL22
ENSSSCG00000006816	AHCYL1
ENSSSCG00000006995	ASAH1
ENSSSCG00000006163	PKIA
ENSSSCG00000029866	CCDC112
ENSSSCG00000033555	
ENSSSCG00000003255	CACNG8
ENSSSCG00000008965	
ENSSSCG00000025404	C22orf31
ENSSSCG00000027700	RPRD1A
ENSSSCG00000020884	GPR179
ENSSSCG00000036407	
ENSSSCG00000031111	CBR1
ENSSSCG00000024061	TNNI1
ENSSSCG00000002450	SLC24A4
ENSSSCG00000021734	GPR174
ENSSSCG00000040881	SLC38A7
ENSSSCG00000025532	CACNG7
ENSSSCG00000013645	ATG4D
ENSSSCG00000014217	FEM1C
ENSSSCG00000016773	ZNF282
ENSSSCG00000009972	KREMEN1
ENSSSCG00000034623	
ENSSSCG00000039523	
ENSSSCG00000035405	
ENSSSCG00000021363	CHD3
ENSSSCG00000039557	TRIM54
ENSSSCG00000023263	MRPL45
ENSSSCG00000038141	
ENSSSCG00000045237	
ENSSSCG00000006168	PEX2
ENSSSCG00000028737	USP3
ENSSSCG00000016182	RUFY4
ENSSSCG00000031870	ZNF783
ENSSSCG00000043825	DNAJC5G
ENSSSCG00000008966	PARM1
ENSSSCG00000012448	ITM2A
ENSSSCG00000003256	PRKCG
ENSSSCG00000034914	
ENSSSCG00000022952	NMD3
ENSSSCG00000027455	SLC39A6
ENSSSCG00000009449	TDRD3
ENSSSCG00000038156	TMED7
ENSSSCG00000006996	FRG1
ENSSSCG00000005608	ANGPTL2
ENSSSCG00000037449	CSF1
ENSSSCG00000002451	RIN3
ENSSSCG00000013644	KRI1
ENSSSCG00000032985	GOT2
ENSSSCG00000021534	SLC30A3
ENSSSCG00000000240	KRT85
ENSSSCG00000001838	POLG
ENSSSCG00000016184	
ENSSSCG00000016775	ZNF777
ENSSSCG00000008121	
ENSSSCG00000012053	CBR3
ENSSSCG00000001101	SCGN
ENSSSCG00000045907	ADAM2
ENSSSCG00000036595	
ENSSSCG00000032493	TRIML1
ENSSSCG00000041122	
ENSSSCG00000037207	NXPH1
ENSSSCG00000017513	NPEPPS
ENSSSCG00000034873	KRBA1
ENSSSCG00000022029	RAP1GAP
ENSSSCG00000007722	NCF1
ENSSSCG00000016183	
ENSSSCG00000004275	FAM135A
ENSSSCG00000012054	DOP1B
ENSSSCG00000003253	MYADM
ENSSSCG00000006997	TRIML2
ENSSSCG00000014219	CDO1
ENSSSCG00000013643	CDKN2D
ENSSSCG00000028978	CAD
ENSSSCG00000006169	ZFHX4
ENSSSCG00000012449	TBX22
ENSSSCG00000039041	ZNF467
ENSSSCG00000037660	
ENSSSCG00000013378	ABCC8
ENSSSCG00000035304	ARFRP1
ENSSSCG00000010477	CEP55
ENSSSCG00000028635	
ENSSSCG00000014835	C2CD3
ENSSSCG00000020976	CSRP1
ENSSSCG00000002452	LGMN
ENSSSCG00000029080	
ENSSSCG00000024313	NDUFA4
ENSSSCG00000006820	EPS8L3
ENSSSCG00000037048	
ENSSSCG00000008969	RCHY1
ENSSSCG00000025838	AP1M2
ENSSSCG00000009975	EMID1
ENSSSCG00000001105	
ENSSSCG00000016185	ARPC2
ENSSSCG00000033912	ATG12
ENSSSCG00000031955	
ENSSSCG00000022058	
ENSSSCG00000020898	ELP2
ENSSSCG00000011377	LAMB2
ENSSSCG00000008119	KCNIP3
ENSSSCG00000045867	
ENSSSCG00000037562	SLC2A4RG
ENSSSCG00000012055	MORC3
ENSSSCG00000010478	FFAR4
ENSSSCG00000020856	PPME1
ENSSSCG00000015806	
ENSSSCG00000047750	
ENSSSCG00000007002	MTNR1A
ENSSSCG00000007723	RCC1L
ENSSSCG00000003248	
ENSSSCG00000025252	PEX5
ENSSSCG00000031944	SLC17A4
ENSSSCG00000026722	PHF14
ENSSSCG00000040388	ZBTB46
ENSSSCG00000005609	GARNL3
ENSSSCG00000008550	SLC5A6
ENSSSCG00000001841	RHCG
ENSSSCG00000037595	
ENSSSCG00000013380	
ENSSSCG00000032949	APH1B
ENSSSCG00000025156	BRWD3
ENSSSCG00000007003	
ENSSSCG00000006821	GSTM3
ENSSSCG00000012056	CHAF1B
ENSSSCG00000034242	HNF4G
ENSSSCG00000022483	GPBAR1
ENSSSCG00000000241	KRT84
ENSSSCG00000008118	PROM2
ENSSSCG00000010479	RBP4
ENSSSCG00000022248	OTOL1
ENSSSCG00000007005	
ENSSSCG00000024045	CASTOR2
ENSSSCG00000036712	TPD52L2
ENSSSCG00000020680	CLDN14
ENSSSCG00000040687	CDH8
ENSSSCG00000017514	KPNB1
ENSSSCG00000010915	NAV1
ENSSSCG00000038842	PCDH9
ENSSSCG00000046921	
ENSSSCG00000021473	
ENSSSCG00000014840	P4HA3
ENSSSCG00000040355	TICRR
ENSSSCG00000029348	THAP6
ENSSSCG00000015807	ADAM32
ENSSSCG00000000235	KRT82
ENSSSCG00000016189	AAMP
ENSSSCG00000027409	TCF23
ENSSSCG00000002455	GOLGA5
ENSSSCG00000013639	SLC44A2
ENSSSCG00000010480	PDE6C
ENSSSCG00000027179	SIM2
ENSSSCG00000008552	
ENSSSCG00000003744	MOCOS
ENSSSCG00000014838	PGM2L1
ENSSSCG00000011378	CCDC71
ENSSSCG00000008553	PREB
ENSSSCG00000004565	CA12
ENSSSCG00000017515	TBKBP1
ENSSSCG00000009973	RHBDD3
ENSSSCG00000037808	
ENSSSCG00000034870	ODAPH
ENSSSCG00000015808	ADAM9
ENSSSCG00000000236	KRT75
ENSSSCG00000031602	DNAJC5
ENSSSCG00000032653	F11
ENSSSCG00000024359	FRA10AC1
ENSSSCG00000011376	IHO1
ENSSSCG00000046594	
ENSSSCG00000014221	LVRN
ENSSSCG00000000672	CLSTN3
ENSSSCG00000025406	PIK3C2A
ENSSSCG00000046534	
ENSSSCG00000006171	CRISPLD1
ENSSSCG00000017517	TBX21
ENSSSCG00000008970	CDKL2
ENSSSCG00000043805	
ENSSSCG00000012059	HLCS
ENSSSCG00000011379	KLHDC8B
ENSSSCG00000042110	
ENSSSCG00000002795	CDH11
ENSSSCG00000014222	ARL14EPL
ENSSSCG00000001840	KIF7
ENSSSCG00000008554	ABHD1
ENSSSCG00000001107	SLC17A1
ENSSSCG00000007009	ADAM3A
ENSSSCG00000011735	SI
ENSSSCG00000024197	USP48
ENSSSCG00000029323	KCNE3
ENSSSCG00000011380	C3orf84
ENSSSCG00000033800	PELI2
ENSSSCG00000013381	RPS13
ENSSSCG00000002456	CHGA
ENSSSCG00000032113	
ENSSSCG00000031787	
ENSSSCG00000035939	ZNF512B
ENSSSCG00000015350	THSD7A
ENSSSCG00000017518	OSBPL7
ENSSSCG00000010481	LGI1
ENSSSCG00000040257	ZNF862
ENSSSCG00000008555	
ENSSSCG00000029002	PNKD
ENSSSCG00000045820	
ENSSSCG00000036748	
ENSSSCG00000051366	
ENSSSCG00000024060	LIPT2
ENSSSCG00000006172	PI15
ENSSSCG00000009456	KLHL1
ENSSSCG00000022940	G3BP2
ENSSSCG00000008556	KHK
ENSSSCG00000028592	TM2D2
ENSSSCG00000005610	SLC2A8
ENSSSCG00000014223	COMMD10
ENSSSCG00000004276	SMAP1
ENSSSCG00000036636	C3orf62
ENSSSCG00000027230	SLC35G1
ENSSSCG00000036100	
ENSSSCG00000008117	ZNF2
ENSSSCG00000012061	
ENSSSCG00000015810	
ENSSSCG00000017519	MRPL10
ENSSSCG00000039106	
ENSSSCG00000007008	ADAM18
ENSSSCG00000005611	ZNF79
ENSSSCG00000023166	RNF227
ENSSSCG00000027506	POLD3
ENSSSCG00000046505	
ENSSSCG00000009974	EWSR1
ENSSSCG00000035772	CDH5
ENSSSCG00000047293	
ENSSSCG00000033913	C1RL
ENSSSCG00000036191	SLC17A2
ENSSSCG00000040690	
ENSSSCG00000001844	PLIN1
ENSSSCG00000011736	SLITRK3
ENSSSCG00000031634	
ENSSSCG00000006173	GDAP1
ENSSSCG00000037973	KCNAB3
ENSSSCG00000007727	AUTS2
ENSSSCG00000026571	RAB8B
ENSSSCG00000008557	EMILIN1
ENSSSCG00000002457	ITPK1
ENSSSCG00000017520	LRRC46
ENSSSCG00000033730	
ENSSSCG00000032946	
ENSSSCG00000007007	IDO1
ENSSSCG00000013638	ILF3
ENSSSCG00000031072	ZNF514
ENSSSCG00000005062	TMEM260
ENSSSCG00000033367	PLEKHA2
ENSSSCG00000033019	
ENSSSCG00000034186	SAMD10
ENSSSCG00000026246	B3GAT2
ENSSSCG00000039465	
ENSSSCG00000039843	IPO9
ENSSSCG00000050518	LDLRAD2
ENSSSCG00000035419	RARRES2
ENSSSCG00000035665	
ENSSSCG00000017968	CNTROB
ENSSSCG00000017521	SCRN2
ENSSSCG00000014843	CHRDL2
ENSSSCG00000012452	
ENSSSCG00000014224	SEMA6A
ENSSSCG00000023054	IDO2
ENSSSCG00000003247	
ENSSSCG00000037547	SLC17A3
ENSSSCG00000006174	JPH1
ENSSSCG00000031125	AMPD2
ENSSSCG00000000248	KRT5
ENSSSCG00000008971	USO1
ENSSSCG00000033191	BEAN1
ENSSSCG00000044895	
ENSSSCG00000027205	LPCAT3
ENSSSCG00000011382	USP4
ENSSSCG00000010483	PLCE1
ENSSSCG00000027935	FHOD3
ENSSSCG00000025345	GUCY2D
ENSSSCG00000016186	
ENSSSCG00000031731	
ENSSSCG00000027052	PEX11A
ENSSSCG00000023158	RPS27L
ENSSSCG00000008558	AGBL5
ENSSSCG00000009457	DACH1
ENSSSCG00000044206	
ENSSSCG00000003251	NLRP12
ENSSSCG00000043325	
ENSSSCG00000040430	
ENSSSCG00000013637	QTRT1
ENSSSCG00000008113	MRPS5
ENSSSCG00000005613	LRSAM1
ENSSSCG00000006175	LY96
ENSSSCG00000017522	SP6
ENSSSCG00000021822	RNF169
ENSSSCG00000002458	TMEM251
ENSSSCG00000038053	TK2
ENSSSCG00000029119	PRPF6
ENSSSCG00000048574	
ENSSSCG00000026812	EMG1
ENSSSCG00000005063	OTX2
ENSSSCG00000007010	ZMAT4
ENSSSCG00000033708	REPIN1
ENSSSCG00000001846	WDR93
ENSSSCG00000044403	
ENSSSCG00000004279	OGFRL1
ENSSSCG00000017516	
ENSSSCG00000017978	ALOX15B
ENSSSCG00000031981	SHISA4
ENSSSCG00000004569	LACTB
ENSSSCG00000002459	
ENSSSCG00000032740	TMEM106B
ENSSSCG00000012062	TTC3
ENSSSCG00000042026	
ENSSSCG00000013382	PLEKHA7
ENSSSCG00000021628	TMEM70
ENSSSCG00000033727	GPX1
ENSSSCG00000012455	CYLC1
ENSSSCG00000009458	
ENSSSCG00000006823	GNAT2
ENSSSCG00000005614	NIBAN2
ENSSSCG00000035153	TRIM38
ENSSSCG00000002460	
ENSSSCG00000016187	CATIP
ENSSSCG00000032782	PNPO
ENSSSCG00000017980	ALOX12B
ENSSSCG00000025822	SFRP1
ENSSSCG00000031201	LMOD1
ENSSSCG00000040073	MZT1
ENSSSCG00000037391	
ENSSSCG00000001847	MESP1
ENSSSCG00000037431	TIMM17A
ENSSSCG00000008115	MAL
ENSSSCG00000024655	PHB2
ENSSSCG00000006176	ELOC
ENSSSCG00000001848	MESP2
ENSSSCG00000017981	ALOXE3
ENSSSCG00000051343	
ENSSSCG00000013630	DNM2
ENSSSCG00000015814	
ENSSSCG00000022543	VWDE
ENSSSCG00000033997	
ENSSSCG00000008559	TMEM214
ENSSSCG00000020715	GOLGA7
ENSSSCG00000021702	XRRA1
ENSSSCG00000017982	HES7
ENSSSCG00000039798	SLC11A1
ENSSSCG00000025120	BORA
ENSSSCG00000006824	GNAI3
ENSSSCG00000034151	RNPEP
ENSSSCG00000017524	CDK5RAP3
ENSSSCG00000002461	BTBD7
ENSSSCG00000022080	RHOA
ENSSSCG00000031161	CKLF
ENSSSCG00000017983	PER1
ENSSSCG00000014225	DTWD2
ENSSSCG00000026457	GALNT17
ENSSSCG00000006825	GPR61
ENSSSCG00000037459	TCTA
ENSSSCG00000036036	XG
ENSSSCG00000029185	MAPRE3
ENSSSCG00000047079	
ENSSSCG00000035857	
ENSSSCG00000010922	ELF3
ENSSSCG00000037513	GINS4
ENSSSCG00000036804	TCEA2
ENSSSCG00000004570	TPM1
ENSSSCG00000036938	CTDSP1
ENSSSCG00000008972	PPEF2
ENSSSCG00000005617	STXBP1
ENSSSCG00000008111	NPHP1
ENSSSCG00000010484	NOC3L
ENSSSCG00000012456	RPS6KA6
ENSSSCG00000001849	ANPEP
ENSSSCG00000006177	UBE2W
ENSSSCG00000037865	SOX18
ENSSSCG00000007019	GPAT4
ENSSSCG00000038825	
ENSSSCG00000034883	AMIGO1
ENSSSCG00000009460	DIS3
ENSSSCG00000000247	KRT71
ENSSSCG00000034868	
ENSSSCG00000038044	GYG2
ENSSSCG00000016196	VIL1
ENSSSCG00000014850	SPCS2
ENSSSCG00000031837	
ENSSSCG00000038768	GPR37L1
ENSSSCG00000002462	
ENSSSCG00000017526	COPZ2
ENSSSCG00000005066	EXOC5
ENSSSCG00000023393	ZBBX
ENSSSCG00000022975	
ENSSSCG00000006827	CYB561D1
ENSSSCG00000025537	PTPN6
ENSSSCG00000033505	NKX6-3
ENSSSCG00000034841	RGS19
ENSSSCG00000036967	ARL8A
ENSSSCG00000049585	
ENSSSCG00000028334	KRT74
ENSSSCG00000021638	NEU3
ENSSSCG00000038151	CMTM3
ENSSSCG00000011737	SERPINI2
ENSSSCG00000027528	TMEM107
ENSSSCG00000006828	ATXN7L2
ENSSSCG00000027857	DMXL1
ENSSSCG00000040570	C11orf58
ENSSSCG00000023029	OR2AT4
ENSSSCG00000005618	CFAP157
ENSSSCG00000017525	NFE2L1
ENSSSCG00000037669	PTPN7
ENSSSCG00000008560	DPYSL5
ENSSSCG00000025021	
ENSSSCG00000025925	
ENSSSCG00000031228	OPRL1
ENSSSCG00000032334	
ENSSSCG00000032632	CMTM4
ENSSSCG00000031608	
ENSSSCG00000000249	KRT72
ENSSSCG00000005615	PTRH1
ENSSSCG00000006829	SYPL2
ENSSSCG00000028924	AURKB
ENSSSCG00000031594	NICN1
ENSSSCG00000016194	USP37
ENSSSCG00000012063	VPS26C
ENSSSCG00000009978	AP1B1
ENSSSCG00000033511	
ENSSSCG00000015353	SCIN
ENSSSCG00000038851	UNC79
ENSSSCG00000034826	
ENSSSCG00000007733	
ENSSSCG00000008973	NAAA
ENSSSCG00000011738	WDR49
ENSSSCG00000037682	HFE
ENSSSCG00000033548	LKAAEAR1
ENSSSCG00000038623	TMED1
ENSSSCG00000038543	CENPA
ENSSSCG00000005616	TTC16
ENSSSCG00000010485	TBC1D12
ENSSSCG00000038744	HDX
ENSSSCG00000022129	ARSL
ENSSSCG00000017529	CBX1
ENSSSCG00000006830	PSMA5
ENSSSCG00000026818	
ENSSSCG00000040186	C12orf57
ENSSSCG00000015815	FGFR1
ENSSSCG00000037868	NPBWR2
ENSSSCG00000005619	TOR2A
ENSSSCG00000013632	C19orf38
ENSSSCG00000049011	
ENSSSCG00000034357	DAG1
ENSSSCG00000008562	SLC35F6
ENSSSCG00000036210	DYNC1LI2
ENSSSCG00000032709	ARL4A
ENSSSCG00000000250	KRT73
ENSSSCG00000044442	
ENSSSCG00000011739	PDCD10
ENSSSCG00000049544	
ENSSSCG00000008563	KCNK3
ENSSSCG00000023050	SEPTIN10
ENSSSCG00000038726	RANGRF
ENSSSCG00000022567	
ENSSSCG00000025117	ATN1
ENSSSCG00000005065	AP5M1
ENSSSCG00000017527	SKAP1
ENSSSCG00000005620	SH2D3C
ENSSSCG00000032690	
ENSSSCG00000037806	KRT2
ENSSSCG00000026953	TPGS2
ENSSSCG00000015816	LETM2
ENSSSCG00000006831	SORT1
ENSSSCG00000008974	SDAD1
ENSSSCG00000008564	CIB4
ENSSSCG00000002464	
ENSSSCG00000045769	
ENSSSCG00000046881	DPRX
ENSSSCG00000013633	CARM1
ENSSSCG00000014851	SLCO2B1
ENSSSCG00000016193	CNOT9
ENSSSCG00000025564	GAS2L1
ENSSSCG00000006179	STAU2
ENSSSCG00000025086	
ENSSSCG00000031793	ZNF331
ENSSSCG00000011740	SERPINI1
ENSSSCG00000040253	
ENSSSCG00000024722	PIBF1
ENSSSCG00000010486	HELLS
ENSSSCG00000034191	SOX6
ENSSSCG00000017528	SNX11
ENSSSCG00000030174	AP3S2
ENSSSCG00000031332	NAA30
ENSSSCG00000009977	RASL10A
ENSSSCG00000007022	ANK1
ENSSSCG00000040617	TNFAIP8
ENSSSCG00000005621	CDK9
ENSSSCG00000033606	H2AC6
ENSSSCG00000002467	ASB2
ENSSSCG00000012459	APOOL
ENSSSCG00000000251	KRT1
ENSSSCG00000028373	ENO2
ENSSSCG00000030480	DYRK1A
ENSSSCG00000022395	SLC25A35
ENSSSCG00000039212	MYT1
ENSSSCG00000024591	ETV1
ENSSSCG00000009979	NEFH
ENSSSCG00000015820	NSD3
ENSSSCG00000050740	
ENSSSCG00000005067	CCDC198
ENSSSCG00000008565	FAM166C
ENSSSCG00000011384	BSN
ENSSSCG00000039638	
ENSSSCG00000003747	KIAA1328
ENSSSCG00000017532	HOXB1
ENSSSCG00000024092	KRT77
ENSSSCG00000007732	SBDS
ENSSSCG00000032777	CXCL9
ENSSSCG00000001850	
ENSSSCG00000008123	ARID5A
ENSSSCG00000017533	HOXB2
ENSSSCG00000042197	
ENSSSCG00000040950	
ENSSSCG00000033672	H1-4
ENSSSCG00000050471	
ENSSSCG00000017534	HOXB3
ENSSSCG00000013634	YIPF2
ENSSSCG00000037751	OTOF
ENSSSCG00000040389	
ENSSSCG00000039352	
ENSSSCG00000006834	MYBPHL
ENSSSCG00000008124	NEURL3
ENSSSCG00000041733	
ENSSSCG00000044583	LGR6
ENSSSCG00000039415	CCDC197
ENSSSCG00000005626	FPGS
ENSSSCG00000007736	TMEM248
ENSSSCG00000038963	PRKX
ENSSSCG00000021411	HIST1H2BD
ENSSSCG00000000679	LRRC23
ENSSSCG00000009988	THOC5
ENSSSCG00000011741	GOLIM4
ENSSSCG00000016192	PLCD4
ENSSSCG00000002469	OTUB2
ENSSSCG00000005068	SLC35F4
ENSSSCG00000008976	ART3
ENSSSCG00000040540	
ENSSSCG00000013635	TIMM29
ENSSSCG00000024088	TLN2
ENSSSCG00000036975	PSRC1
ENSSSCG00000028048	ARHGEF15
ENSSSCG00000008849	
ENSSSCG00000028431	HSD17B4
ENSSSCG00000051689	
ENSSSCG00000035639	TERB1
ENSSSCG00000035101	KLF5
ENSSSCG00000022357	
ENSSSCG00000025460	SPSB2
ENSSSCG00000008125	NCAPH
ENSSSCG00000033669	RDH10
ENSSSCG00000007023	
ENSSSCG00000005625	ENG
ENSSSCG00000008568	DRC1
ENSSSCG00000007735	
ENSSSCG00000023546	
ENSSSCG00000023254	KRT3
ENSSSCG00000016191	
ENSSSCG00000028166	
ENSSSCG00000034360	CELSR2
ENSSSCG00000032474	CXCL10
ENSSSCG00000004280	RIMS1
ENSSSCG00000021361	ZNF710
ENSSSCG00000050183	
ENSSSCG00000015818	DDHD2
ENSSSCG00000011385	APEH
ENSSSCG00000013385	INSC
ENSSSCG00000046767	
ENSSSCG00000032111	RPL7
ENSSSCG00000043639	
ENSSSCG00000007033	AP3M2
ENSSSCG00000030643	SELENOI
ENSSSCG00000004572	
ENSSSCG00000038238	
ENSSSCG00000005627	AK1
ENSSSCG00000001137	H1-3
ENSSSCG00000041243	
ENSSSCG00000037298	
ENSSSCG00000002470	DDX24
ENSSSCG00000008978	CXCL11
ENSSSCG00000035775	BCS1L
ENSSSCG00000006835	SARS1
ENSSSCG00000012065	KCNJ6
ENSSSCG00000012093	
ENSSSCG00000005071	ARMH4
ENSSSCG00000044698	
ENSSSCG00000000685	TPI1
ENSSSCG00000035347	CYP2C42
ENSSSCG00000040985	KCTD7
ENSSSCG00000013629	SMARCA4
ENSSSCG00000008570	ADGRF3
ENSSSCG00000010923	UBE2T
ENSSSCG00000012094	
ENSSSCG00000032228	C8orf89
ENSSSCG00000016202	RNF25
ENSSSCG00000038785	CA7
ENSSSCG00000051359	NIPSNAP1
ENSSSCG00000021601	ZNF711
ENSSSCG00000032978	
ENSSSCG00000005623	
ENSSSCG00000038617	PCMTD2
ENSSSCG00000049262	
ENSSSCG00000025130	KLF12
ENSSSCG00000001852	IDH2
ENSSSCG00000014228	FAM170A
ENSSSCG00000004573	
ENSSSCG00000017986	NDEL1
ENSSSCG00000035525	
ENSSSCG00000003748	CELF4
ENSSSCG00000014852	ARRB1
ENSSSCG00000010925	PPP1R12B
ENSSSCG00000038458	
ENSSSCG00000007032	PLAT
ENSSSCG00000024610	KRT4
ENSSSCG00000047152	
ENSSSCG00000015819	PLPP5
ENSSSCG00000015355	DGKB
ENSSSCG00000027741	
ENSSSCG00000022299	ACTR10
ENSSSCG00000026512	
ENSSSCG00000026964	STK36
ENSSSCG00000035297	ISG12(A)
ENSSSCG00000012095	OBP
ENSSSCG00000036974	
ENSSSCG00000012066	KCNJ15
ENSSSCG00000031719	SEMA4B
ENSSSCG00000037580	ITPRIPL1
ENSSSCG00000005628	ST6GALNAC4
ENSSSCG00000012462	POF1B
ENSSSCG00000007737	TPST1
ENSSSCG00000006183	SBSPON
ENSSSCG00000036067	PDP2
ENSSSCG00000006836	ELAPOR1
ENSSSCG00000034540	
ENSSSCG00000008979	NUP54
ENSSSCG00000028850	RPL26
ENSSSCG00000034468	BAG4
ENSSSCG00000049910	
ENSSSCG00000001131	BTN2A2
ENSSSCG00000013386	
ENSSSCG00000001858	CIB1
ENSSSCG00000008569	HADHB
ENSSSCG00000039760	PRR16
ENSSSCG00000005072	PSMA3
ENSSSCG00000016201	TTLL4
ENSSSCG00000028707	NF2
ENSSSCG00000006184	TERF1
ENSSSCG00000005629	PIP5KL1
ENSSSCG00000034942	STAR
ENSSSCG00000000684	USP5
ENSSSCG00000032119	CRCP
ENSSSCG00000007030	IKBKB
ENSSSCG00000033292	C1orf194
ENSSSCG00000013387	
ENSSSCG00000002474	PPP4R4
ENSSSCG00000037816	TMEM167B
ENSSSCG00000031810	
ENSSSCG00000038144	
ENSSSCG00000003514	HSPG2
ENSSSCG00000027548	KRT79
ENSSSCG00000032481	DPM2
ENSSSCG00000033643	
ENSSSCG00000045482	
ENSSSCG00000016403	VIPR2
ENSSSCG00000001132	BTN1A1
ENSSSCG00000020842	TAF13
ENSSSCG00000032095	
ENSSSCG00000011387	RNF123
ENSSSCG00000033564	
ENSSSCG00000010926	SYT2
ENSSSCG00000012463	CHM
ENSSSCG00000025869	CABP7
ENSSSCG00000040085	
ENSSSCG00000006185	KCNB2
ENSSSCG00000036791	KRT78
ENSSSCG00000020696	HMGN4
ENSSSCG00000022721	CDH16
ENSSSCG00000026798	
ENSSSCG00000033644	
ENSSSCG00000008127	SNRNP200
ENSSSCG00000024279	ZMAT5
ENSSSCG00000038191	ABT1
ENSSSCG00000022318	ERG
ENSSSCG00000000683	CDCA3
ENSSSCG00000007031	POLB
ENSSSCG00000028512	LDLR
ENSSSCG00000036431	VPS13C
ENSSSCG00000045427	
ENSSSCG00000040828	
ENSSSCG00000035649	
ENSSSCG00000051054	
ENSSSCG00000024550	UQCR10
ENSSSCG00000007738	
ENSSSCG00000050822	
ENSSSCG00000005073	ARID4A
ENSSSCG00000007029	DKK4
ENSSSCG00000017988	CCDC42
ENSSSCG00000013390	
ENSSSCG00000000252	KRT8
ENSSSCG00000006840	WDR47
ENSSSCG00000000682	GNB3
ENSSSCG00000008571	HADHA
ENSSSCG00000040433	
ENSSSCG00000022295	
ENSSSCG00000016199	CYP27A1
ENSSSCG00000010493	PDLIM1
ENSSSCG00000025186	ASCC2
ENSSSCG00000041876	
ENSSSCG00000010928	KDM5B
ENSSSCG00000014855	RPS3
ENSSSCG00000023172	
ENSSSCG00000021898	ASH2L
ENSSSCG00000007026	VDAC3
ENSSSCG00000015356	AGMO
ENSSSCG00000005075	TOMM20L
ENSSSCG00000011386	MST1
ENSSSCG00000013389	CYP2R1
ENSSSCG00000001156	ZNF322
ENSSSCG00000038486	DYNC2I1
ENSSSCG00000006186	TRPA1
ENSSSCG00000005631	FAM102A
ENSSSCG00000008980	SCARB2
ENSSSCG00000000681	P3H3
ENSSSCG00000036515	DACH2
ENSSSCG00000032023	
ENSSSCG00000038948	ETS2
ENSSSCG00000017990	PIK3R6
ENSSSCG00000009464	COMMD6
ENSSSCG00000039020	
ENSSSCG00000026520	
ENSSSCG00000051741	
ENSSSCG00000033954	
ENSSSCG00000037929	H2BC11
ENSSSCG00000011743	MECOM
ENSSSCG00000014854	KLHL35
ENSSSCG00000022301	EIF4EBP1
ENSSSCG00000016200	PRKAG3
ENSSSCG00000011389	AMIGO3
ENSSSCG00000000253	KRT18
ENSSSCG00000007739	GUSB
ENSSSCG00000033444	SPC24
ENSSSCG00000038360	
ENSSSCG00000015821	
ENSSSCG00000008572	GAREM2
ENSSSCG00000002475	SERPINA6
ENSSSCG00000021179	
ENSSSCG00000022656	SRFBP1
ENSSSCG00000012100	
ENSSSCG00000008130	CIAO1
ENSSSCG00000036060	RRAD
ENSSSCG00000041269	
ENSSSCG00000011390	IP6K1
ENSSSCG00000025410	PRSS16
ENSSSCG00000000680	GPR162
ENSSSCG00000036557	
ENSSSCG00000043100	
ENSSSCG00000028513	VKORC1L1
ENSSSCG00000033027	CIAO2B
ENSSSCG00000005076	KIAA0586
ENSSSCG00000013388	PDE3B
ENSSSCG00000007027	SLC20A2
ENSSSCG00000003749	PIK3C3
ENSSSCG00000009994	MTMR3
ENSSSCG00000022787	RABIF
ENSSSCG00000006841	CLCC1
ENSSSCG00000011391	CDHR4
ENSSSCG00000038325	GOT1L1
ENSSSCG00000005636	SLC25A25
ENSSSCG00000016406	ESYT2
ENSSSCG00000039194	KANK2
ENSSSCG00000015357	MEOX2
ENSSSCG00000008573	RAB10
ENSSSCG00000024476	CES3
ENSSSCG00000034105	TMEM127
ENSSSCG00000012467	KLHL4
ENSSSCG00000007743	
ENSSSCG00000044539	
ENSSSCG00000014232	LOX
ENSSSCG00000042999	
ENSSSCG00000036932	WNT6
ENSSSCG00000017991	PIK3R5
ENSSSCG00000015823	
ENSSSCG00000039994	ACTRT3
